Date, Open, High, Low,Close
10/11/2009 23:00:00,116.57,117.84,115.22,116.17
11/11/2009 23:00:00,116.21,117.43,115.9,116.56
12/11/2009 23:00:00,116.58,117.02,113.85,114.08
13/11/2009 23:00:00,114.11,115,112.9,113.79
16/11/2009 23:00:00,113.91,116.76,113.68,116.24
17/11/2009 23:00:00,116.26,117.06,115.47,116.75
18/11/2009 23:00:00,116.71,117.66,116,117.03
19/11/2009 23:00:00,116.97,117.21,114.42,115.23
20/11/2009 23:00:00,115.22,115.42,113.57,114.55
23/11/2009 23:00:00,114.61,116.73,113.96,114.29
24/11/2009 23:00:00,114.26,114.61,112.41,112.63
25/11/2009 23:00:00,112.64,114.9,112.31,114.58
26/11/2009 23:00:00,114.61,114.75,112.86,113.04
27/11/2009 23:00:00,113.06,113.28,109.2,112.78
30/11/2009 23:00:00,112.86,114.81,111.94,114.18
01/12/2009 23:00:00,114.16,115.85,113.82,114.7
02/12/2009 23:00:00,114.71,115.4,113.03,113.29
03/12/2009 23:00:00,113.32,114.31,112.35,112.6
04/12/2009 23:00:00,112.64,114.71,111.66,112.51
07/12/2009 23:00:00,112.61,112.91,110.51,110.88
08/12/2009 23:00:00,110.81,111.2,109.24,109.93
09/12/2009 23:00:00,109.93,110.68,106.94,107.47
10/12/2009 23:00:00,107.61,108.2,106.62,107.4
11/12/2009 23:00:00,107.38,108.01,106.27,106.43
14/12/2009 23:00:00,106.44,107.03,105.4,106.4
15/12/2009 23:00:00,106.38,107.96,106.12,107.69
16/12/2009 23:00:00,107.59,110.36,107.4,109.67
17/12/2009 23:00:00,109.55,109.94,108.02,109.52
18/12/2009 23:00:00,109.16,111.03,108.93,109.74
21/12/2009 23:00:00,109.77,110.62,108.55,108.68
22/12/2009 23:00:00,108.81,110.29,108.1,109.82
23/12/2009 23:00:00,109.9,112.38,109.63,111.99
24/12/2009 23:00:00,111.97,113.63,111.57,113.13
28/12/2009 23:00:00,113.3,114.5,113.14,113.95
29/12/2009 23:00:00,114.04,114.77,113.4,114.16
30/12/2009 23:00:00,114.18,115.18,113.84,114.78
31/12/2009 23:00:00,114.66,115.38,114.54,115.04
04/01/2010 23:00:00,115.01,117.17,115.01,117.08
05/01/2010 23:00:00,117.01,117.38,116.33,116.82
06/01/2010 23:00:00,116.81,118.9,116.23,118.56
07/01/2010 23:00:00,118.58,118.74,117.64,118.04
08/01/2010 23:00:00,118.03,118.85,117.18,118.23
11/01/2010 23:00:00,118.26,119.33,117.4,117.44
12/01/2010 23:00:00,117.45,117.72,115.29,115.45
13/01/2010 23:00:00,115.44,116.05,113.75,115.05
14/01/2010 23:00:00,115.01,115.74,114.3,114.58
15/01/2010 23:00:00,114.58,114.69,113.08,113.33
18/01/2010 23:00:00,113.23,114.06,112.45,113.63
19/01/2010 23:00:00,113.59,114.52,112.11,114.23
20/01/2010 23:00:00,114.22,114.41,112.18,112.64
21/01/2010 23:00:00,112.61,113.41,110.71,110.92
22/01/2010 23:00:00,110.89,111.55,109.1,109.14
25/01/2010 23:00:00,109.29,110.47,109.11,110.29
26/01/2010 23:00:00,110.33,110.44,108.87,109.73
27/01/2010 23:00:00,109.74,110.14,107.7,108.78
28/01/2010 23:00:00,108.8,109.54,107.98,108.92
29/01/2010 23:00:00,108.94,109.87,107.48,107.77
01/02/2010 23:00:00,107.89,110.01,107.54,109.98
02/02/2010 23:00:00,109.99,112.46,109.45,112.04
03/02/2010 23:00:00,112.04,113.09,111.57,112.03
04/02/2010 23:00:00,112.14,112.22,107.47,108.03
05/02/2010 23:00:00,108.09,108.99,104.55,106.85
08/02/2010 23:00:00,107.23,107.44,105.82,106.69
09/02/2010 23:00:00,106.73,109.2,106.37,108.89
10/02/2010 23:00:00,108.84,110.02,107.65,109.75
11/02/2010 23:00:00,109.7,110.74,108.43,110.38
12/02/2010 23:00:00,110.35,110.4,107.71,109.25
15/02/2010 23:00:00,109.07,109.41,108.76,109.05
16/02/2010 23:00:00,109.05,112.47,109.03,112.35
17/02/2010 23:00:00,112.37,112.87,111.58,112.33
18/02/2010 23:00:00,112.34,114.34,111.37,113.52
19/02/2010 23:00:00,113.52,114.97,112.79,114.96
22/02/2010 23:00:00,114.99,115.47,114.34,114.8
23/02/2010 23:00:00,114.72,115.08,112.91,113.78
24/02/2010 23:00:00,113.82,114.96,112.94,114.94
25/02/2010 23:00:00,115,115.01,111.74,112.97
26/02/2010 23:00:00,113.02,114.74,112.51,114.24
01/03/2010 23:00:00,114.53,115.31,112.75,113.53
02/03/2010 23:00:00,113.57,115.64,112.95,114.42
03/03/2010 23:00:00,114.33,115.92,114.13,115.62
04/03/2010 23:00:00,115.7,115.78,114.39,115.17
05/03/2010 23:00:00,115.27,116.76,115.16,116.44
08/03/2010 23:00:00,116.48,117.1,115.44,116.47
09/03/2010 23:00:00,116.44,116.6,114.85,116.07
10/03/2010 23:00:00,116.07,117.72,115.5,116.65
11/03/2010 23:00:00,116.67,117.07,116.02,117.03
12/03/2010 23:00:00,116.89,117.85,115.26,115.9
15/03/2010 22:00:00,115.82,116,113.82,114.58
16/03/2010 22:00:00,114.53,116.73,114.01,116.63
17/03/2010 22:00:00,116.74,117.78,116.41,117.45
18/03/2010 22:00:00,117.54,117.54,116.37,116.83
19/03/2010 22:00:00,116.81,116.82,114.49,115.29
22/03/2010 22:00:00,115.21,116.18,113.21,116.14
23/03/2010 22:00:00,116.16,116.55,115.2,115.97
24/03/2010 22:00:00,115.93,115.99,114.23,114.65
25/03/2010 22:00:00,114.6,115.83,114.45,114.58
26/03/2010 22:00:00,114.48,115.81,113.89,114.52
29/03/2010 23:00:00,114.59,117.13,114.53,116.85
30/03/2010 23:00:00,116.85,117.09,116.12,116.95
31/03/2010 23:00:00,116.85,118.2,116.57,117.64
01/04/2010 23:00:00,117.71,119.57,117.56,119.55
05/04/2010 23:00:00,119.66,121.25,119.41,121.18
06/04/2010 23:00:00,121.09,121.44,120.48,121.12
07/04/2010 23:00:00,121.11,121.35,119.87,120.09
08/04/2010 23:00:00,119.99,120.23,118.73,119.96
09/04/2010 23:00:00,119.91,120.72,118.47,119.33
12/04/2010 23:00:00,119.52,120.06,118.43,118.7
13/04/2010 23:00:00,118.71,118.77,116.86,118.1
14/04/2010 23:00:00,118.17,120.74,118.06,120.32
15/04/2010 23:00:00,120.26,120.62,119.62,119.72
16/04/2010 23:00:00,119.7,119.79,116.87,117.35
19/04/2010 23:00:00,117.39,117.39,114.97,116.31
20/04/2010 23:00:00,116.23,117.44,116.09,116.95
21/04/2010 23:00:00,116.95,117.56,115.84,116.4
22/04/2010 23:00:00,116.39,116.99,114.65,116.67
23/04/2010 23:00:00,116.67,118.11,115.84,118.01
26/04/2010 23:00:00,118.14,118.55,116.65,116.79
27/04/2010 23:00:00,116.81,117.25,114.62,114.72
28/04/2010 23:00:00,114.76,116.36,114.21,116.24
29/04/2010 23:00:00,116.25,118.47,115.93,118.44
30/04/2010 23:00:00,118.5,119.42,118.08,119.11
03/05/2010 23:00:00,119.12,120.07,118.75,118.97
04/05/2010 23:00:00,118.98,119.16,115.03,115.06
05/05/2010 23:00:00,115.05,115.75,112.07,112.5
06/05/2010 23:00:00,112.55,113.31,107.5,109.79
07/05/2010 23:00:00,109.87,111.11,107.43,108.33
10/05/2010 23:00:00,109.03,111.43,108.72,110.21
11/05/2010 23:00:00,110.18,110.6,108.28,108.89
12/05/2010 23:00:00,108.81,109.92,107.67,108.4
13/05/2010 23:00:00,108.39,109.37,106.54,106.74
14/05/2010 23:00:00,106.91,107.05,103.75,104.85
17/05/2010 23:00:00,104.71,105.17,102.19,103.45
18/05/2010 23:00:00,103.42,105.44,101.83,102.05
19/05/2010 23:00:00,102.21,102.81,100.74,102.53
20/05/2010 23:00:00,102.38,102.91,98.48,99.37
21/05/2010 23:00:00,99.15,100.86,98.63,100.15
24/05/2010 23:00:00,100.25,100.59,99.2,99.63
25/05/2010 23:00:00,99.53,99.56,96.78,99.52
26/05/2010 23:00:00,99.69,101.33,98.84,100.43
27/05/2010 23:00:00,100.37,104.55,100.3,104.49
28/05/2010 23:00:00,104.53,105.35,102.76,103.72
31/05/2010 23:00:00,103.6,104.31,103.48,104.07
01/06/2010 23:00:00,104.08,104.96,101.27,101.65
02/06/2010 23:00:00,101.57,103.56,101.31,103.25
03/06/2010 23:00:00,103.33,104.56,101.95,104.26
04/06/2010 23:00:00,104.24,105.05,100.36,100.56
07/06/2010 23:00:00,99.98,102.12,99.14,100.81
08/06/2010 23:00:00,100.79,102.23,100.38,102.21
09/06/2010 23:00:00,102.14,104.59,101.66,103.66
10/06/2010 23:00:00,103.5,105.93,103.35,105.12
11/06/2010 23:00:00,105.15,105.27,102.89,103.91
14/06/2010 23:00:00,103.69,105.62,103.67,104.42
15/06/2010 23:00:00,104.4,106.79,104.25,106.63
16/06/2010 23:00:00,106.69,107.76,105.69,107.15
17/06/2010 23:00:00,107.08,107.42,105.8,106.26
18/06/2010 23:00:00,106.18,107.08,105.19,107.01
21/06/2010 23:00:00,107.24,108.49,106.27,106.73
22/06/2010 23:00:00,106.63,107.45,105.88,106.02
23/06/2010 23:00:00,106.07,106.38,103.72,104.43
24/06/2010 23:00:00,104.55,105.12,103.87,105.03
25/06/2010 23:00:00,105.11,107.73,104.45,107.72
28/06/2010 23:00:00,107.55,107.93,106.27,106.64
29/06/2010 23:00:00,106.7,106.87,103.76,104.24
30/06/2010 23:00:00,104.01,105.38,102.94,103.83
01/07/2010 23:00:00,103.92,103.95,100.6,101.24
02/07/2010 23:00:00,101.22,101.93,100.17,100.82
05/07/2010 23:00:00,100.61,101.25,99.89,100.3
06/07/2010 23:00:00,100.22,102.41,99.64,100.63
07/07/2010 23:00:00,100.62,103.47,99.99,103.43
08/07/2010 23:00:00,103.4,104.55,102.93,104.45
09/07/2010 23:00:00,104.4,105.03,103.55,104.99
12/07/2010 23:00:00,104.85,104.98,103.07,103.5
13/07/2010 23:00:00,103.61,105.92,102.8,105.67
14/07/2010 23:00:00,105.68,106.7,104.93,105.29
15/07/2010 23:00:00,105.31,106.21,103.88,105.43
16/07/2010 23:00:00,105.37,105.7,103.8,104.32
19/07/2010 23:00:00,103.9,106.28,103.68,104.98
20/07/2010 23:00:00,104.96,106.08,104.18,106.04
21/07/2010 23:00:00,106.03,106.75,104.38,104.61
22/07/2010 23:00:00,104.61,107.6,104.34,107.31
23/07/2010 23:00:00,107.45,107.78,106.58,107.2
26/07/2010 23:00:00,107.16,107.51,106.24,107.05
27/07/2010 23:00:00,107.1,107.87,104.97,105.33
28/07/2010 23:00:00,105.26,105.92,104.08,105.05
29/07/2010 23:00:00,105.07,107.07,104.63,106.44
30/07/2010 23:00:00,106.43,107.23,105.01,107.12
02/08/2010 23:00:00,107.13,109.95,107.01,109.6
03/08/2010 23:00:00,109.59,110.82,109.29,110.58
04/08/2010 23:00:00,110.6,111.15,109.8,110.69
05/08/2010 23:00:00,110.62,110.66,109.74,110.33
06/08/2010 23:00:00,110.3,110.85,108.22,109.09
09/08/2010 23:00:00,109.09,109.94,108.89,109.62
10/08/2010 23:00:00,109.62,109.8,107.38,108.42
11/08/2010 23:00:00,108.4,108.62,105.55,105.59
12/08/2010 23:00:00,105.49,106.15,103.7,104.04
13/08/2010 23:00:00,103.93,104.92,103.19,103.77
16/08/2010 23:00:00,103.78,104.13,103.04,103.28
17/08/2010 23:00:00,103.24,104.81,103.19,103.64
18/08/2010 23:00:00,103.63,103.92,102.01,103.5
19/08/2010 23:00:00,103.48,104.29,102.14,102.5
20/08/2010 23:00:00,102.59,102.81,101.26,101.79
23/08/2010 23:00:00,101.72,102.3,100.57,100.88
24/08/2010 23:00:00,100.77,100.87,99.14,99.31
25/08/2010 23:00:00,99.29,100.79,98.58,100.7
26/08/2010 23:00:00,100.64,101.8,100.36,100.89
27/08/2010 23:00:00,101,103.41,99.86,103.36
30/08/2010 23:00:00,103.32,103.4,101.84,101.86
31/08/2010 23:00:00,101.89,102.55,99.35,99.49
01/09/2010 23:00:00,99.52,102.3,99.49,101.82
02/09/2010 23:00:00,101.73,102.96,100.93,102.75
03/09/2010 23:00:00,102.75,103.26,101.02,102.16
06/09/2010 23:00:00,102.12,102.31,101.62,101.9
07/09/2010 23:00:00,101.82,102.45,100.45,101.63
08/09/2010 23:00:00,101.73,103.21,101.19,102.74
09/09/2010 23:00:00,102.74,103.78,101.7,101.85
10/09/2010 23:00:00,102.22,104.55,102.19,104.3
13/09/2010 23:00:00,104.18,105.86,104.18,104.98
14/09/2010 23:00:00,104.99,105.81,104.03,104.57
15/09/2010 23:00:00,104.46,104.47,102.48,103.55
16/09/2010 23:00:00,103.58,103.81,101.93,102.3
17/09/2010 23:00:00,102.29,103.07,100.57,101.28
20/09/2010 23:00:00,101.38,103.33,101.14,102.74
21/09/2010 23:00:00,102.76,102.93,101.23,101.42
22/09/2010 23:00:00,101.35,102.56,100.4,101.38
23/09/2010 23:00:00,101.4,102.17,100.14,101.48
24/09/2010 23:00:00,101.51,103.24,101.22,103.08
27/09/2010 23:00:00,103.03,103.73,102.08,102.78
28/09/2010 23:00:00,102.79,103.68,102.09,102.75
29/09/2010 23:00:00,102.76,104.69,102.16,104.32
30/09/2010 23:00:00,104.47,106.74,104.11,106.39
01/10/2010 23:00:00,106.4,108.3,106.26,108.27
04/10/2010 23:00:00,108.24,108.94,107.33,108.14
05/10/2010 23:00:00,107.93,109.55,107.71,109.11
06/10/2010 23:00:00,109.16,110.65,108.85,109.93
07/10/2010 23:00:00,109.83,110.99,107.56,108
08/10/2010 23:00:00,107.99,109.69,106.86,109.4
11/10/2010 23:00:00,109.51,110.06,108.38,108.46
12/10/2010 23:00:00,108.5,108.89,107.44,108.28
13/10/2010 23:00:00,108.28,110.01,108.24,109.81
14/10/2010 23:00:00,109.79,110.68,108.77,109.35
15/10/2010 23:00:00,109.33,109.89,107.31,107.94
18/10/2010 23:00:00,107.94,109.84,106.91,109.41
19/10/2010 23:00:00,109.58,109.73,105.74,105.78
20/10/2010 23:00:00,105.77,108.42,105.74,108.4
21/10/2010 23:00:00,108.39,108.54,105.93,106.56
22/10/2010 23:00:00,106.57,107.91,106.25,107.85
25/10/2010 23:00:00,107.85,109.12,107.29,108.22
26/10/2010 23:00:00,108.31,108.72,107.65,108.28
27/10/2010 23:00:00,108.32,108.53,106.36,107.82
28/10/2010 23:00:00,107.83,108.48,107.34,107.8
29/10/2010 23:00:00,107.76,107.96,106.4,107.24
01/11/2010 22:00:00,107.29,109.7,107.16,108.79
02/11/2010 22:00:00,108.72,110.31,108.67,110.29
03/11/2010 22:00:00,110.21,111.2,109.41,110.9
04/11/2010 22:00:00,110.93,112.67,110.76,112.57
05/11/2010 22:00:00,112.44,113.06,111.8,112.91
08/11/2010 23:00:00,113.23,113.33,111.8,112.58
09/11/2010 23:00:00,112.59,113.47,111.32,112.3
10/11/2010 23:00:00,112.29,114.05,111.94,113.88
11/11/2010 23:00:00,113.69,114.47,113.38,113.58
12/11/2010 23:00:00,113.57,113.69,110.36,110.63
15/11/2010 23:00:00,110.71,111.61,110.32,110.37
16/11/2010 23:00:00,110.42,110.58,107.87,108.24
17/11/2010 23:00:00,108.28,108.51,105.9,106.22
18/11/2010 23:00:00,106.28,108.16,106.16,108.07
19/11/2010 23:00:00,108,108.56,106.32,107.26
22/11/2010 23:00:00,107.39,108.11,105.92,106.83
23/11/2010 23:00:00,106.85,107.34,105.52,106.26
24/11/2010 23:00:00,106.23,109.49,106.21,109.4
25/11/2010 23:00:00,109.45,109.77,108.69,109.42
26/11/2010 23:00:00,109.47,109.47,108.02,109.11
29/11/2010 23:00:00,109.14,111.07,108.83,111.06
30/11/2010 23:00:00,111.05,111.14,108.79,108.93
01/12/2010 23:00:00,108.9,112.19,108.87,112.07
02/12/2010 23:00:00,112.04,113.37,111.51,113.26
03/12/2010 23:00:00,113.18,114.73,112.38,114.66
06/12/2010 23:00:00,114.68,115,113.8,114.15
07/12/2010 23:00:00,114.16,116,113.28,113.53
08/12/2010 23:00:00,113.59,114.23,112.57,113.75
09/12/2010 23:00:00,113.79,114.66,112.95,113.8
10/12/2010 23:00:00,113.75,114.24,112.34,112.96
13/12/2010 23:00:00,112.92,114.73,112.68,113.48
14/12/2010 23:00:00,113.43,114.19,112.98,113.53
15/12/2010 23:00:00,113.52,114.33,112.07,113.67
16/12/2010 23:00:00,113.72,113.89,112.87,113.11
17/12/2010 23:00:00,113.04,113.74,112.25,113.19
20/12/2010 23:00:00,113.32,114.11,112.27,113.73
21/12/2010 23:00:00,113.76,114.64,113.6,114.54
22/12/2010 23:00:00,114.53,115.34,114.39,115.15
23/12/2010 23:00:00,115.15,116.17,114.87,116.1
27/12/2010 23:00:00,115.61,116.42,115.05,115.29
28/12/2010 23:00:00,115.33,116.21,115.29,115.77
29/12/2010 23:00:00,115.81,116.07,115.34,115.54
30/12/2010 23:00:00,115.52,115.94,113.56,113.98
31/12/2010 23:00:00,114.21,116.6,113.59,115.94
03/01/2011 23:00:00,115.85,117.12,115.75,116.03
04/01/2011 23:00:00,116.04,116.61,112.9,113.7
05/01/2011 23:00:00,113.83,115.38,112.64,114.86
06/01/2011 23:00:00,115.01,115.25,112.39,112.66
07/01/2011 23:00:00,112.72,114.02,111.79,112.94
10/01/2011 23:00:00,113.54,114.52,112.67,113.92
11/01/2011 23:00:00,113.85,115.93,113.47,115.8
12/01/2011 23:00:00,115.72,116.93,115.33,116.41
13/01/2011 23:00:00,116.54,116.91,115.29,115.41
14/01/2011 23:00:00,115.53,116.23,114.64,116.21
17/01/2011 23:00:00,116.11,116.19,115.37,115.56
18/01/2011 23:00:00,115.59,116.44,115.09,115.86
19/01/2011 23:00:00,115.81,116.63,115.07,115.17
20/01/2011 23:00:00,115.24,115.41,112.51,113
21/01/2011 23:00:00,113.06,113.83,112.48,112.75
24/01/2011 23:00:00,112.87,113.24,110.88,111.32
25/01/2011 23:00:00,111.31,111.46,109.73,109.82
26/01/2011 23:00:00,109.84,111.4,109.64,111.23
27/01/2011 23:00:00,111.16,111.27,108.91,108.95
28/01/2011 23:00:00,108.89,113.34,108.72,113.06
31/01/2011 23:00:00,113.58,116.45,112.01,115.72
01/02/2011 23:00:00,115.81,116.06,113.94,114.02
02/02/2011 23:00:00,114.12,115.39,113.71,114.58
03/02/2011 23:00:00,114.54,115.66,113.61,114.24
04/02/2011 23:00:00,114.24,115.28,112.06,112.63
07/02/2011 23:00:00,112.67,113.15,110.79,110.84
08/02/2011 23:00:00,111.02,111.72,109.49,111.06
09/02/2011 23:00:00,110.96,111.56,109.97,110.37
10/02/2011 23:00:00,110.54,111.51,109.57,111.29
11/02/2011 23:00:00,111.31,111.38,108.71,109
14/02/2011 23:00:00,109.11,110.13,108.19,108.45
15/02/2011 23:00:00,108.45,109.58,107.46,107.98
16/02/2011 23:00:00,108.05,109.56,107.73,108.64
17/02/2011 23:00:00,108.86,110.24,107.99,110.02
18/02/2011 23:00:00,110.01,111.49,109.26,109.84
21/02/2011 23:00:00,110.14,115.57,109.87,115.49
22/02/2011 23:00:00,116.69,118.58,113.6,115.78
23/02/2011 23:00:00,115.78,120.05,115.24,119.08
24/02/2011 23:00:00,119.07,123.51,115.72,116.86
25/02/2011 23:00:00,116.73,119.3,116.27,118.28
28/02/2011 23:00:00,118.6,120.06,116.81,117.1
01/03/2011 23:00:00,117.07,120.79,116.47,120.68
02/03/2011 23:00:00,120.58,122.6,119.31,122.48
03/03/2011 23:00:00,122.49,123.04,120.25,121.83
04/03/2011 23:00:00,121.8,125.27,121.64,125.2
07/03/2011 23:00:00,124.75,127.05,124.35,124.88
08/03/2011 23:00:00,124.95,125.89,123.43,124.79
09/03/2011 23:00:00,125.06,126.02,124,124.53
10/03/2011 23:00:00,124.55,125.16,120.72,122.58
11/03/2011 23:00:00,122.74,123.1,119.11,120.57
14/03/2011 22:00:00,120.41,121.87,118.57,121.86
15/03/2011 22:00:00,121.96,121.97,116.81,117.5
16/03/2011 22:00:00,117.5,119.7,116.32,118.43
17/03/2011 22:00:00,118.2,122.09,116.7,121.8
18/03/2011 22:00:00,121.88,123.76,120.24,121.44
21/03/2011 22:00:00,122.34,123.59,121.92,122.15
22/03/2011 22:00:00,122.06,124.52,121.42,124.15
23/03/2011 22:00:00,124.17,125.66,123.7,124.9
24/03/2011 22:00:00,124.84,126.01,124.08,124.69
25/03/2011 22:00:00,124.78,125.27,123.82,124.99
28/03/2011 23:00:00,124.75,125.08,122.92,123.18
29/03/2011 23:00:00,123.26,124.32,122.02,123.82
30/03/2011 23:00:00,123.77,124.47,122.76,123.73
31/03/2011 23:00:00,123.63,126.15,123.44,126
01/04/2011 23:00:00,125.94,127.79,125.62,127.74
04/04/2011 23:00:00,127.61,128.1,126.9,127.62
05/04/2011 23:00:00,127.52,127.92,126.82,127.18
06/04/2011 23:00:00,127.31,128.47,127.04,127.93
07/04/2011 23:00:00,127.99,129.76,127.55,129.6
08/04/2011 23:00:00,129.64,132.53,129.43,132.5
11/04/2011 23:00:00,132.6,132.78,128.06,128.1
12/04/2011 23:00:00,128.29,129.56,124.79,125.43
13/04/2011 23:00:00,125.34,126.75,124.63,126.63
14/04/2011 23:00:00,126.64,127.87,125.09,127.82
15/04/2011 23:00:00,127.77,129.42,126.53,128.77
18/04/2011 23:00:00,128.81,128.82,125.86,126.77
19/04/2011 23:00:00,126.82,127.86,124.77,127.11
20/04/2011 23:00:00,127.21,130.42,126.72,130.23
21/04/2011 23:00:00,130.13,131.24,129.76,131.08
25/04/2011 23:00:00,131.1,132.24,129.84,130.97
26/04/2011 23:00:00,130.91,131.4,129.88,130.71
27/04/2011 23:00:00,130.65,132.16,129.47,131.97
28/04/2011 23:00:00,131.89,132.73,130.45,131.55
29/04/2011 23:00:00,131.58,132.94,131.01,132.6
02/05/2011 23:00:00,132.65,133.59,129.58,131.7
03/05/2011 23:00:00,131.74,131.98,129.06,129.56
04/05/2011 23:00:00,129.44,129.98,127.24,127.55
05/05/2011 23:00:00,127.54,128.14,117.01,118.37
06/05/2011 23:00:00,118.52,121.14,113.39,116.88
09/05/2011 23:00:00,116.87,122.16,116.18,121.75
10/05/2011 23:00:00,121.2,122.71,118.88,122.08
11/05/2011 23:00:00,122.45,123.36,116.26,117.56
12/05/2011 23:00:00,117.35,119.25,114.01,117.58
13/05/2011 23:00:00,117.57,119.46,115.85,118.18
16/05/2011 23:00:00,118.12,118.41,115.65,115.65
17/05/2011 23:00:00,115.74,116.57,113.78,116.4
18/05/2011 23:00:00,116.33,119.75,116.22,118.51
19/05/2011 23:00:00,118.53,119.54,116.93,117.24
20/05/2011 23:00:00,117.36,118.72,114.65,118.26
23/05/2011 23:00:00,117.98,118.34,114.67,115.75
24/05/2011 23:00:00,115.84,118.39,114.91,117.66
25/05/2011 23:00:00,117.57,119.93,116.5,119.52
26/05/2011 23:00:00,119.54,120.2,117.91,118.53
27/05/2011 23:00:00,118.46,119.54,118.34,119.04
30/05/2011 23:00:00,118.99,119.1,117.9,118.68
31/05/2011 23:00:00,118.64,121.69,118.55,120.92
01/06/2011 23:00:00,120.98,121.61,117.93,117.95
02/06/2011 23:00:00,118.09,119.2,116.76,119.16
03/06/2011 23:00:00,119.17,119.17,116.42,118.85
06/06/2011 23:00:00,118.72,118.98,116.85,117.07
07/06/2011 23:00:00,117.12,118.05,116.04,117.95
08/06/2011 23:00:00,117.88,120.19,116.32,119.13
09/06/2011 23:00:00,119.13,120.74,119.04,120.17
10/06/2011 23:00:00,120.14,120.45,116.9,117.16
13/06/2011 23:00:00,117.07,117.62,114.43,115.29
14/06/2011 23:00:00,115.39,117.84,114.81,117.74
15/06/2011 23:00:00,117.98,118.25,112.31,113.69
16/06/2011 23:00:00,113.59,114.05,112.59,113.45
17/06/2011 23:00:00,113.4,113.7,110.14,111.32
20/06/2011 23:00:00,111.08,111.78,109.42,111.72
21/06/2011 23:00:00,111.67,113.01,110.79,111.58
22/06/2011 23:00:00,111.67,113.61,111.15,112.36
23/06/2011 23:00:00,112.31,112.38,107.6,110.14
24/06/2011 23:00:00,110.2,110.25,107.73,109.18
27/06/2011 23:00:00,109.07,109.21,107.52,108.73
28/06/2011 23:00:00,108.62,111.11,108.35,111.03
29/06/2011 23:00:00,111.28,113.75,110.57,113
30/06/2011 23:00:00,112.99,113.73,111.79,113.04
01/07/2011 23:00:00,113.03,113.3,111.36,112.68
04/07/2011 23:00:00,112.89,113.38,112.66,112.91
05/07/2011 23:00:00,112.88,115.39,112.25,114.87
06/07/2011 23:00:00,114.91,115.7,113.81,114.81
07/07/2011 23:00:00,114.95,117.33,114.9,116.69
08/07/2011 23:00:00,116.7,117.09,113.51,114.42
11/07/2011 23:00:00,114.01,114.66,112.05,113.1
12/07/2011 23:00:00,113,115.41,111.46,114.57
13/07/2011 23:00:00,114.63,117.12,114.44,115.84
14/07/2011 23:00:00,115.5,116.79,112.44,113.78
15/07/2011 23:00:00,113.94,115.65,113.12,115.28
18/07/2011 23:00:00,115.28,115.6,112.6,114.07
19/07/2011 23:00:00,114.04,116.57,113.84,115.94
20/07/2011 23:00:00,116.07,116.96,114.52,115.92
21/07/2011 23:00:00,115.95,117.75,114.79,116.75
22/07/2011 23:00:00,116.79,117.78,116.02,117.36
25/07/2011 23:00:00,117.35,117.46,116.11,116.67
26/07/2011 23:00:00,116.74,118.21,115.35,116.78
27/07/2011 23:00:00,116.77,117.09,114.75,114.81
28/07/2011 23:00:00,114.86,115.6,114.1,114.8
29/07/2011 23:00:00,114.75,114.98,112.54,113.55
01/08/2011 23:00:00,113.79,116.19,111.01,112.66
02/08/2011 23:00:00,112.61,113.27,110.67,110.84
03/08/2011 23:00:00,110.74,111.34,108.81,109.53
04/08/2011 23:00:00,109.53,110.18,103.63,103.95
05/08/2011 23:00:00,104.09,105.91,100.46,104.68
08/08/2011 23:00:00,103.3,103.32,97.76,98.32
09/08/2011 23:00:00,98.69,100.64,93.3,99.44
10/08/2011 23:00:00,99.49,100.73,97.12,99.48
11/08/2011 23:00:00,99.54,103.56,98.62,103.14
12/08/2011 23:00:00,103.14,104.96,101.61,102.98
15/08/2011 23:00:00,103.18,105.64,101.99,105.34
16/08/2011 23:00:00,105.27,105.52,103.21,104.75
17/08/2011 23:00:00,104.69,106.59,104.24,105.03
18/08/2011 23:00:00,105,105.12,98.74,99.22
19/08/2011 23:00:00,98.91,101.24,96.84,100.23
22/08/2011 23:00:00,99.73,102.26,98.64,102
23/08/2011 23:00:00,101.91,103.85,100.86,103.33
24/08/2011 23:00:00,103.13,104.05,102.01,102.55
25/08/2011 23:00:00,102.63,104.02,100.47,102.4
26/08/2011 23:00:00,102.55,103.1,100.41,102.91
29/08/2011 23:00:00,102.79,105.08,102.57,104.99
30/08/2011 23:00:00,104.97,106.67,103.92,106.27
31/08/2011 23:00:00,106.25,107,105.13,106.31
01/09/2011 23:00:00,106.19,107.36,105.67,106.17
02/09/2011 23:00:00,106.24,106.45,102.88,104.04
05/09/2011 23:00:00,103.92,103.96,100.96,101.06
06/09/2011 23:00:00,101.12,104.06,100.66,103.87
07/09/2011 23:00:00,103.96,107.94,103.61,107.61
08/09/2011 23:00:00,107.57,107.69,106.05,106.17
09/09/2011 23:00:00,106.23,106.96,103.1,104.51
12/09/2011 23:00:00,104.16,106.41,102.46,106.35
13/09/2011 23:00:00,106.41,107.98,105.27,107.33
14/09/2011 23:00:00,107.34,107.71,105.67,106.04
15/09/2011 23:00:00,106.06,107.61,105.47,106.61
16/09/2011 23:00:00,106.57,107.24,104.46,105.39
19/09/2011 23:00:00,105.04,105.04,102.14,103.28
20/09/2011 23:00:00,103.25,104.92,102.49,103.79
21/09/2011 23:00:00,103.75,105.23,101.89,102.06
22/09/2011 23:00:00,102.05,102.24,96.9,97.57
